,SRR1463325,SRR1463326,SRR1463334,SRR1463335
AT2G18740,25,29,10,27
AT2G18750,595,222,17,524
AT2G18760,85,27,28,34
AT2G18770,57,20,10,1
AT2G18780,42,11,3,40
AT2G18790,298,121,593,284
AT2G18800,1,0,0,0
AT2G18810,0,0,0,0
AT2G18830,0,0,0,0
AT2G18840,9,52,349,23
AT2G18850,97,19,0,1
AT2G18860,115,44,556,448
AT2G18870,0,0,0,0
AT2G18876,40,76,53,144
AT2G18880,0,0,0,0
AT2G18890,24,0,0,7
AT2G18900,54,43,95,45
AT2G18910,12,10,0,0
AT2G18915,183,18,7,54
AT2G18917,3,1,0,3
AT2G18920,0,0,0,0
AT2G18930,0,0,0,0
AT2G18938,0,0,0,0
AT2G18940,43,66,1,36
AT2G18950,45,58,4,21
AT2G18960,4991,2152,10202,9837
AT2G18969,0,0,0,0
AT2G18970,0,0,0,0
AT2G18980,0,0,0,0
AT2G18990,10,0,0,1
AT2G19000,0,0,0,0
AT2G19010,0,0,0,0
AT2G19020,0,0,0,0
AT2G19030,0,0,0,0
AT2G19040,0,0,0,0
AT2G19045,0,0,0,0
AT2G19050,0,0,0,0
AT2G19060,0,0,0,0
AT2G19070,0,0,0,0
AT2G19080,52,10,53,35
AT2G19090,12,4,2,0
AT2G19110,54,1,1,28
AT2G19120,2,0,56,3
AT2G19130,20,11,40,78
AT2G19146,0,0,0,0
AT2G19150,0,0,0,0
AT2G19160,68,16,92,57
AT2G19170,4,5,0,2
AT2G19180,32,11,281,81
AT2G19190,0,3,0,0
AT2G19210,0,0,0,0
AT2G19220,0,0,0,0
AT2G19230,0,0,0,0
AT2G19240,7,16,1,0
AT2G19260,1,30,13,0
AT2G19270,94,123,268,164
AT2G19280,50,7,0,0
AT2G19290,8,0,0,0
AT2G19300,0,0,0,0
AT2G19310,25,28,55,441
AT2G19320,0,0,0,0
AT2G19330,1,1,0,1
AT2G19340,16,16,42,29
AT2G19350,18,11,7,19
AT2G19360,0,0,0,0
AT2G19380,0,1,1,8
AT2G19385,16,8,0,7
AT2G19390,44,10,255,31
AT2G19400,29,5,0,6
AT2G19410,0,1,0,0
AT2G19420,0,0,0,0
AT2G19425,0,0,0,0
AT2G19430,101,6,0,4
AT2G19440,0,0,0,0
AT2G19450,219,650,1401,672
AT2G19460,31,34,260,131
AT2G19470,427,146,227,335
AT2G19480,594,311,484,664
AT2G19490,18,7,85,10
AT2G19500,0,0,0,0
AT2G19510,0,0,0,0
AT2G19520,35,41,109,2
AT2G19530,0,0,0,0
AT2G19540,883,101,293,63
AT2G19550,7,0,0,1
AT2G19560,32,7,0,11
AT2G19570,35,19,4,25
AT2G19572,43,5,3,20
AT2G19580,1,0,4,9
AT2G19582,0,0,5,0
AT2G19590,20,0,0,1
AT2G19600,6,5,0,30
AT2G19610,1,0,0,0
AT2G19620,39,26,0,5
AT2G19630,0,0,0,0
AT2G19640,4,3,19,0
AT2G19650,37,20,0,0
AT2G19660,0,0,0,0
AT2G19670,33,0,0,0
AT2G19680,105,22,22,70
AT2G19690,1,3,0,0
AT2G19700,0,0,0,0
AT2G19710,882,246,277,474
AT2G19720,1,0,0,0
AT2G19730,162,208,12,78
AT2G19740,46,67,65,45
AT2G19750,50,61,3010,7
AT2G19760,64,49,50,38
AT2G19770,0,0,0,0
AT2G19780,0,31,0,0
AT2G19790,113,123,58,33
AT2G19796,0,0,0,0
AT2G19800,785,297,8051,2286
AT2G19802,0,0,0,0
AT2G19810,48,12,23,100
AT2G19820,0,0,0,0
AT2G19830,123,81,69,80
AT2G19850,0,0,0,0
AT2G19860,44,13,0,11
AT2G19870,15,11,24,32
AT2G19880,47,25,22,57
AT2G19890,7,11,0,0
AT2G19893,0,0,0,0
AT2G19900,0,0,0,0
AT2G19910,0,3,0,0
AT2G19920,7,3,1,0
AT2G19930,13,2,0,17
AT2G19940,77,37,72,20
AT2G19950,56,15,0,62
AT2G19960,0,0,0,0
AT2G19970,0,0,0,0
AT2G19980,0,0,22,0
AT2G19990,0,2,2,0
AT2G20000,79,56,269,17
AT2G20010,145,33,53,277
AT2G20020,127,26,0,16
AT2G20030,0,0,0,0
AT2G20050,160,81,28,163
AT2G20060,58,31,15,118
AT2G20070,0,0,0,0
AT2G20080,0,0,0,0
AT2G20100,11,6,0,0
AT2G20110,44,29,304,40
AT2G20120,110,27,10,25
AT2G20130,69,29,48,947
AT2G20140,74,36,5,7
AT2G20142,0,0,0,0
AT2G20150,0,0,0,0
AT2G20160,0,0,0,0
AT2G20170,3,0,0,0
AT2G20180,15,38,1,55
AT2G20190,199,100,371,162
AT2G20208,0,0,0,0
AT2G20210,3,11,0,0
AT2G20230,57,111,1158,578
AT2G20240,83,28,1,9
AT2G20250,21,16,0,2
AT2G20260,196,314,94,11
AT2G20270,17,49,10,41
AT2G20280,124,27,1018,91
AT2G20290,67,72,1,29
AT2G20300,67,100,47,103
AT2G20310,101,40,83,284
AT2G20320,1529,337,1006,1427
AT2G20330,176,124,444,284
AT2G20340,180,94,0,0
AT2G20350,0,0,0,0
AT2G20360,382,141,409,362
AT2G20362,2,1,0,0
AT2G20370,383,180,1168,3
AT2G20380,0,0,0,0
AT2G20390,13,0,0,2
AT2G20400,14,2,6,11
AT2G20410,52,41,264,198
AT2G20420,265,228,643,472
AT2G20430,0,0,0,0
AT2G20440,0,3,31,6
AT2G20450,50,100,19,27
AT2G20453,0,0,0,0
AT2G20463,0,0,0,0
AT2G20465,0,0,0,0
AT2G20470,12,0,0,0
AT2G20480,0,10,0,0
AT2G20490,6,2,0,0
AT2G20495,21,0,0,21
AT2G20500,13,13,0,35
AT2G20510,0,1,0,0
AT2G20515,0,0,0,0
AT2G20520,0,0,0,0
AT2G20530,57,168,11,29
AT2G20540,0,4,0,0
AT2G20550,5,1,0,8
AT2G20560,197,719,127,9973
AT2G20562,9,0,0,1
AT2G20570,69,51,1693,37
AT2G20580,445,218,25,368
AT2G20585,9,9,2,11
AT2G20590,0,0,0,0
AT2G20595,0,0,0,0
AT2G20597,0,0,0,0
AT2G20605,0,0,0,0
AT2G20610,58,9,1,36
AT2G20613,0,0,0,0
AT2G20616,0,0,0,0
AT2G20618,0,0,0,0
AT2G20619,0,0,0,0
AT2G20620,4,0,0,0
AT2G20625,211,82,28,0
AT2G20630,4548,2881,530,843
AT2G20635,63,20,0,1
AT2G20650,33,48,0,3
AT2G20660,0,0,0,0
AT2G20670,173,115,341,755
AT2G20680,12,0,0,2
AT2G20690,80,50,1,38
AT2G20700,0,38,0,27
AT2G20710,0,3,0,0
AT2G20720,12,4,207,64
AT2G20721,0,0,0,0
AT2G20722,0,0,0,0
AT2G20723,0,0,0,0
AT2G20725,85,66,0,9
AT2G20740,118,78,158,52
AT2G20750,0,1,0,1
AT2G20760,156,101,622,204
AT2G20770,76,107,9,7
AT2G20780,127,73,32,34
AT2G20784,0,0,0,0
AT2G20790,9,47,2,81
AT2G20800,4,29,0,0
AT2G20805,0,0,0,0
AT2G20810,69,44,27,107
AT2G20815,0,19,0,0
AT2G20820,71,37,1009,37
AT2G20825,6,0,0,0
AT2G20830,394,99,173,14
AT2G20835,5,5,0,0
AT2G20840,68,1442,1,3
AT2G20850,35,8,572,48
AT2G20860,529,441,93,155
AT2G20870,0,1,0,2
AT2G20875,0,2,0,21
AT2G20880,527,183,30,35
AT2G20890,856,670,2522,72
AT2G20900,279,170,537,234
AT2G20920,154,125,27,62
AT2G20921,2,0,0,1
AT2G20930,8,42,19,10
AT2G20940,1,0,6,4
AT2G20950,31,28,0,10
AT2G20960,6715,1575,986,708
AT2G20970,20,14,4,0
AT2G20980,201,146,0,0
AT2G20990,1894,552,3116,3642
AT2G21010,5,0,0,0
AT2G21030,0,0,0,1
AT2G21040,0,0,0,0
AT2G21045,1,11,0,0
AT2G21050,3,4,0,0
AT2G21060,97,21,96,390
AT2G21070,8,10,0,0
AT2G21080,10,5,0,11
AT2G21090,7,0,0,2
AT2G21100,0,0,0,0
AT2G21110,0,0,0,0
AT2G21120,295,220,42,39
AT2G21130,447,325,58,255
AT2G21140,172,277,4253,3548
AT2G21150,34,22,70,51
AT2G21160,794,631,1044,251
AT2G21170,1181,605,97,244
AT2G21180,2,1,33,4
AT2G21185,1,0,0,0
AT2G21187,5,2,0,0
AT2G21188,0,0,0,0
AT2G21190,101,75,357,125
AT2G21195,2,16,124,1
AT2G21200,7,9,0,0
AT2G21210,1,8,0,0
AT2G21220,0,0,0,0
AT2G21230,64,22,22,36
AT2G21235,0,0,0,0
AT2G21237,28,2,0,0
AT2G21240,51,88,56,17
AT2G21250,77,55,23,8
AT2G21260,0,1,0,0
AT2G21270,265,177,202,542
AT2G21280,66,21,1901,3
AT2G21290,25,16,10,5
AT2G21300,25,56,14,43
AT2G21320,4,27,0,9
AT2G21330,2279,2323,118,33
AT2G21340,96,125,6,207
AT2G21350,0,0,0,0
AT2G21360,0,0,0,0
AT2G21370,6,2,0,0
AT2G21380,87,25,2051,120
AT2G21385,299,248,30,65
AT2G21390,449,242,270,276
AT2G21400,0,0,0,0
AT2G21410,182,112,209,59
AT2G21420,0,0,0,0
AT2G21430,9,7,0,0
AT2G21440,93,43,132,162
AT2G21450,0,0,0,0
AT2G21465,0,0,0,0
AT2G21470,339,145,954,826
AT2G21480,52,0,0,0
AT2G21490,0,0,0,0
AT2G21500,291,167,575,279
AT2G21510,25,1,0,0
AT2G21520,1598,478,317,1185
AT2G21530,43,45,0,0
AT2G21540,37,23,0,163
AT2G21550,0,0,0,0
AT2G21560,0,0,0,0
AT2G21570,0,0,0,0
AT2G21580,70,169,25,3
AT2G21590,12,20,338,47
AT2G21600,641,802,446,339
AT2G21610,0,0,0,0
AT2G21620,962,4278,5587,2892
AT2G21630,239,954,49,28
AT2G21640,3,2,25,22
AT2G21650,0,0,0,0
AT2G21655,0,0,0,0
AT2G21660,32,16,214,93
AT2G21670,0,0,0,0
AT2G21680,0,0,0,0
AT2G21690,0,0,0,0
AT2G21700,0,0,0,0
AT2G21710,25,1,0,6
AT2G21720,0,0,0,0
AT2G21725,0,0,0,0
AT2G21727,0,0,0,0
AT2G21730,0,1,0,0
AT2G21740,0,0,0,0
AT2G21750,0,0,0,0
AT2G21760,0,0,0,0
AT2G21770,1,0,0,0
AT2G21780,0,0,0,16
AT2G21790,53,33,5,66
AT2G21800,0,0,2,7
AT2G21810,0,0,0,0
AT2G21820,0,0,0,32
AT2G21830,0,0,0,0
AT2G21840,12,0,1,0
AT2G21850,1,15,0,0
AT2G21860,10,9,0,35
AT2G21870,239,57,355,74
AT2G21880,6,1,302,41
AT2G21890,0,0,38,7
AT2G21900,0,0,0,0
AT2G21910,0,0,0,0
AT2G21920,0,0,0,0
AT2G21930,0,0,0,0
AT2G21940,40,46,100,615
AT2G21950,51,23,65,26
AT2G21960,808,582,242,2
AT2G21970,93,167,5610,120
AT2G21980,0,0,0,0
AT2G21990,0,0,0,0
AT2G22000,1,0,0,0
AT2G22010,1324,662,7477,1015
AT2G22030,0,0,0,0
AT2G22040,0,0,0,0
AT2G22050,0,0,0,0
AT2G22055,0,0,0,0
AT2G22060,0,0,22,0
AT2G22070,9,0,1,5
AT2G22080,96,63,13,73
AT2G22088,11,9,0,13
AT2G22090,94,86,9,81
AT2G22100,10,8,8,5
AT2G22110,0,0,0,0
AT2G22120,38,7,10,0
AT2G22121,0,0,0,0
AT2G22122,0,0,0,0
AT2G22125,235,159,8,122
AT2G22140,0,0,0,0
AT2G22145,0,0,0,0
AT2G22155,0,0,0,0
AT2G22160,0,0,0,0
AT2G22170,3,11,0,0
AT2G22180,0,0,0,0
AT2G22190,28,0,0,0
AT2G22200,0,0,0,5
AT2G22201,0,0,0,0
AT2G22220,0,0,0,0
AT2G22230,47,18,1,0
AT2G22240,85,48,92,522
AT2G22241,0,0,0,0
AT2G22250,4,17,0,5
AT2G22260,12,0,4,0
AT2G22270,21,3,0,5
AT2G22280,0,0,0,0
AT2G22290,0,0,0,0
AT2G22300,424,124,267,354
AT2G22310,66,40,67,448
AT2G22320,441,160,6015,4373
AT2G22330,2,12,0,4
AT2G22340,1,0,0,0
AT2G22345,0,0,0,0
AT2G22360,124,84,121,292
AT2G22370,0,3,1,4
AT2G22380,0,0,0,0
AT2G22400,76,14,26,16
AT2G22410,2,1,0,2
AT2G22420,1,3,38,21
AT2G22425,4,0,7,7
AT2G22426,0,0,0,0
AT2G22430,386,380,1121,396
AT2G22440,0,0,0,0
AT2G22450,0,6,0,1
AT2G22460,0,0,0,0
AT2G22470,738,195,220,36
AT2G22475,170,298,2,70
AT2G22480,6,4,50,46
AT2G22482,2,0,0,0
AT2G22490,36,16,1,112
AT2G22496,0,0,0,0
AT2G22500,532,449,546,194
AT2G22510,0,0,0,0
AT2G22520,0,0,0,0
AT2G22530,60,76,20,24
AT2G22540,65,55,11,19
AT2G22560,52,16,90,93
AT2G22570,2,4,0,5
AT2G22580,0,0,0,0
AT2G22590,0,0,0,0
AT2G22600,0,0,0,0
AT2G22610,13,12,0,0
AT2G22620,0,2,0,0
AT2G22630,0,0,0,0
AT2G22640,14,2,7,35
AT2G22650,11,73,0,1
AT2G22660,192,56,22,123
AT2G22668,0,0,0,0
AT2G22670,266,230,31,26
AT2G22680,34,6,62,74
AT2G22690,116,154,208,411
AT2G22720,853,477,561,777
AT2G22730,5,9,2,10
AT2G22740,86,20,18,39
AT2G22750,0,0,0,0
AT2G22760,36,39,38,2
AT2G22770,75,8,147,101
AT2G22780,115,32,118,103
AT2G22790,1,0,0,15
AT2G22795,308,122,49,246
AT2G22800,55,12,98,65
AT2G22802,0,0,0,0
AT2G22805,0,0,0,0
AT2G22807,0,0,0,0
AT2G22810,0,0,0,0
AT2G22820,0,0,0,0
AT2G22821,0,1,0,0
AT2G22830,3,0,0,0
AT2G22840,4,0,0,0
AT2G22850,8,1,0,0
AT2G22860,0,13,0,7
AT2G22870,186,51,234,93
AT2G22880,434,164,1070,254
AT2G22890,4,6,684,0
AT2G22900,28,16,55,172
AT2G22905,0,0,0,0
AT2G22910,107,36,3,2
AT2G22920,8,0,0,0
AT2G22930,0,0,0,0
AT2G22940,0,0,0,0
AT2G22941,0,0,0,0
AT2G22942,0,0,0,0
AT2G22950,0,0,0,0
AT2G22955,0,0,0,0
AT2G22960,0,0,0,0
AT2G22970,9,33,0,35
AT2G22980,50,62,0,0
AT2G22990,5365,5308,1,29
AT2G23000,14,21,0,0
AT2G23010,2,1,0,0
AT2G23020,0,0,0,0
AT2G23030,0,0,0,0
AT2G23040,1,0,0,3
AT2G23050,2,0,0,0
AT2G23060,0,0,0,0
AT2G23067,0,0,0,0
AT2G23070,3361,2178,347,1127
AT2G23080,72,21,440,135
AT2G23090,237,151,1165,1029
AT2G23093,4,1,0,1
AT2G23096,0,2,0,0
AT2G23100,29,6,0,36
AT2G23110,5,6,1,22
AT2G23118,0,0,0,0
AT2G23120,1160,954,484,3768
AT2G23130,0,0,0,2
AT2G23140,144,107,429,199
AT2G23142,0,0,0,0
AT2G23148,0,0,0,0
AT2G23149,0,0,0,0
AT2G23150,45,15,139,61
AT2G23160,0,0,0,0
AT2G23170,309,162,175,49
AT2G23171,0,0,0,0
AT2G23180,0,0,0,0
AT2G23190,1,0,0,3
AT2G23200,32,3,81,85
AT2G23210,2,0,0,0
AT2G23220,0,0,0,0
AT2G23230,0,0,0,0
AT2G23240,0,0,0,0
AT2G23250,0,0,0,0
AT2G23260,0,0,0,0
AT2G23270,0,0,0,0
AT2G23290,25,572,3,66
AT2G23300,102,142,53,105
AT2G23310,85,28,5,31
AT2G23320,827,383,2803,841
AT2G23321,0,0,12,5
AT2G23340,94,90,18,66
AT2G23347,0,0,0,0
AT2G23348,0,0,0,0
AT2G23350,215,186,179,57
AT2G23360,8,25,0,22
AT2G23370,5,6,0,2
AT2G23380,126,11,81,19
AT2G23390,62,37,66,15
AT2G23400,0,0,0,0
AT2G23410,0,0,0,0
AT2G23420,402,209,468,699
AT2G23430,4,21,3,3
AT2G23440,0,0,0,0
AT2G23450,716,238,9824,4112
AT2G23460,239,90,203,243
AT2G23470,10,3,28,21
AT2G23510,0,0,0,0
AT2G23520,57,58,2,7
AT2G23530,1,0,0,0
AT2G23540,0,0,0,0
AT2G23550,0,0,0,0
AT2G23560,0,5,0,11
AT2G23570,0,0,0,0
AT2G23580,0,0,0,0
AT2G23590,3,7,0,0
AT2G23600,115,44,1,0
AT2G23610,24,2,0,8
AT2G23620,0,0,0,0
AT2G23630,0,0,0,0
AT2G23640,0,0,0,0
AT2G23650,0,0,0,0
AT2G23660,0,0,0,0
AT2G23670,33,87,2,11
AT2G23672,42,96,1,12
AT2G23680,31,14,1104,240
AT2G23690,3,2,0,0
AT2G23700,10,3,0,28
AT2G23740,90,91,58,65
AT2G23755,9,1,11,18
AT2G23760,178,115,338,349
AT2G23770,406,334,156,177
AT2G23780,51,32,188,173
AT2G23790,273,431,278,104
AT2G23800,0,0,0,0
AT2G23810,2064,960,942,468
AT2G23820,53,27,0,22
AT2G23830,2,1,0,0
AT2G23834,0,0,0,0
AT2G23840,3,12,0,0
AT2G23890,23,14,10,18
AT2G23900,0,0,0,0
AT2G23910,0,1,0,0
AT2G23920,0,0,0,0
AT2G23930,129,33,262,20
AT2G23940,9,23,8,4
AT2G23945,11,0,0,18
AT2G23950,1,15,0,0
AT2G23960,0,0,0,0
AT2G23970,0,0,0,0
AT2G23980,191,102,749,289
AT2G23985,26,7,21,36
AT2G23990,0,0,0,0
AT2G24000,0,0,0,0
AT2G24010,3,5,0,0
AT2G24020,158,104,0,0
AT2G24030,6,0,0,22
AT2G24040,3,3,2,56
AT2G24050,93,118,222,83
AT2G24060,137,158,0,2
AT2G24070,0,0,0,7
AT2G24080,0,0,0,0
AT2G24090,373,336,0,0
AT2G24100,1153,790,1065,1421
AT2G24103,23,0,0,2
AT2G24120,269,76,38,62
AT2G24130,7,20,0,0
AT2G24140,0,0,0,0
AT2G24150,781,120,0,20
AT2G24170,18,10,0,1
AT2G24180,221,96,2302,871
AT2G24190,39,7,131,174
AT2G24200,96,89,254,578
AT2G24205,0,0,0,0
AT2G24210,0,0,0,0
AT2G24220,2,7,0,0
AT2G24230,35,7,0,26
AT2G24240,119,49,10,14
AT2G24250,3,40,15,4
AT2G24255,0,0,0,0
AT2G24260,4,4,207,5
AT2G24270,1134,1884,48,46
AT2G24280,404,382,21,10
AT2G24285,0,0,0,0
AT2G24290,5,27,0,1
AT2G24300,25,2,0,0
AT2G24310,0,0,0,0
AT2G24320,11,3,0,0
AT2G24330,47,43,66,7
AT2G24340,0,0,0,0
AT2G24350,9,44,0,0
AT2G24360,571,232,1150,1271
AT2G24370,0,0,0,0
AT2G24380,0,0,0,0
AT2G24390,15,0,0,3
AT2G24395,23,1,0,0
AT2G24400,0,0,0,0
AT2G24410,0,0,0,0
AT2G24420,196,184,119,191
AT2G24430,14,0,0,0
AT2G24440,0,1,0,0
AT2G24450,0,0,0,0
AT2G24460,0,0,0,0
AT2G24470,0,0,0,0
AT2G24480,16,10,0,0
AT2G24490,308,90,15,26
AT2G24500,1276,687,279,2307
AT2G24510,0,0,0,0
AT2G24513,0,0,0,0
AT2G24520,954,550,14841,10424
AT2G24530,47,52,9,42
AT2G24540,62,183,1,24
AT2G24545,82,132,0,12
AT2G24550,395,268,83,65
AT2G24560,0,0,0,0
AT2G24570,57,3,130,26
AT2G24580,14,16,1162,28
AT2G24590,33,24,1,95
AT2G24592,2,1,0,1
AT2G24600,553,462,27,9
AT2G24610,39,45,0,0
AT2G24615,0,0,0,0
AT2G24617,0,0,0,0
AT2G24620,0,0,0,0
AT2G24625,0,0,0,0
AT2G24630,10,0,0,0
AT2G24640,163,90,101,146
AT2G24645,0,1,0,0
AT2G24650,76,67,1,83
AT2G24670,0,0,0,0
AT2G24680,5,0,3,11
AT2G24681,17,6,0,0
AT2G24683,0,1,0,0
AT2G24690,51,17,34,34
AT2G24692,0,0,0,0
AT2G24693,0,0,0,0
AT2G24696,0,0,0,0
AT2G24700,1,0,0,0
AT2G24710,0,0,0,0
AT2G24720,0,0,0,0
AT2G24735,0,0,0,0
AT2G24740,0,0,0,0
AT2G24755,47,14,177,83
AT2G24762,0,0,0,0
AT2G24765,89,26,2,12
AT2G24780,0,0,0,0
AT2G24790,733,393,735,470
AT2G24800,0,0,0,0
AT2G24810,0,0,0,0
AT2G24820,286,79,52,55
AT2G24830,28,26,8,51
AT2G24834,0,0,0,0
AT2G24840,0,0,0,0
AT2G24850,98,72,0,11
AT2G24860,6,13,0,0
AT2G24870,0,0,0,0
AT2G24880,0,0,0,0
AT2G24940,0,0,0,0
AT2G24945,0,0,0,0
AT2G24950,0,0,0,0
AT2G24960,4,3,0,9
AT2G24970,0,2,0,0
AT2G24980,0,0,0,0
AT2G24990,9,6,12,5
AT2G25000,0,0,0,0
AT2G25010,30,6,0,3
AT2G25011,0,0,0,0
AT2G25050,26,33,0,39
AT2G25052,0,0,0,0
AT2G25060,5,0,0,0
AT2G25070,70,41,27,53
AT2G25080,170,168,78,48
AT2G25090,0,0,0,0
AT2G25095,0,0,0,0
AT2G25100,109,43,0,0
AT2G25110,19,13,39,28
AT2G25120,0,0,0,0
AT2G25130,0,0,0,0
AT2G25140,150,307,444,18341
AT2G25150,0,0,0,0
AT2G25160,0,0,0,0
AT2G25169,0,0,0,0
AT2G25170,338,214,907,317
AT2G25171,0,0,0,0
AT2G25180,327,210,760,330
AT2G25185,0,0,0,0
AT2G25190,8,9,96,48
AT2G25200,15,25,0,0
AT2G25210,190,127,41,20
AT2G25220,0,0,0,0
AT2G25230,0,0,0,0
AT2G25240,0,0,0,0
AT2G25250,12,35,35,15
AT2G25260,0,0,6,0
AT2G25270,1,2,0,9
AT2G25280,16,4,0,17
AT2G25290,66,4,21,36
AT2G25295,0,0,0,0
AT2G25300,13,0,18,44
AT2G25305,0,0,0,0
AT2G25310,16,21,18,7
AT2G25312,0,0,0,0
AT2G25320,203,63,355,190
AT2G25330,0,0,0,0
AT2G25340,0,0,0,0
AT2G25344,0,0,0,0
AT2G25350,0,0,8,11
AT2G25355,6,1,1,0
AT2G25360,0,0,0,0
AT2G25370,0,0,0,0
AT2G25400,0,0,0,0
AT2G25409,0,0,0,0
AT2G25410,0,0,0,0
AT2G25420,9,3,0,33
AT2G25430,367,108,191,263
AT2G25440,0,0,0,0
AT2G25450,3670,2028,14422,11552
AT2G25460,2546,1037,358,175
AT2G25470,51,4,0,0
AT2G25480,16,6,0,0
AT2G25482,1,12,0,1
AT2G25490,541,330,165,752
AT2G25500,0,1,0,0
AT2G25510,13,6,0,0
AT2G25520,87,66,179,119
AT2G25530,38,6,0,6
AT2G25540,7,0,0,0
AT2G25560,44,25,15,146
AT2G25565,0,1,0,0
AT2G25570,5,6,0,12
AT2G25580,6,19,14,26
AT2G25590,16,18,10,59
AT2G25600,0,0,0,0
AT2G25605,37,28,0,3
AT2G25610,84,59,171,87
AT2G25620,37,9,14,9
AT2G25625,5,3,0,0
AT2G25630,1,0,0,0
AT2G25640,21,20,21,33
AT2G25650,55,27,19,80
AT2G25660,90,133,9,228
AT2G25670,293,246,513,311
AT2G25680,0,0,0,0
AT2G25685,0,0,0,0
AT2G25690,17,184,5,0
AT2G25697,0,0,0,0
AT2G25700,0,0,0,0
AT2G25710,21,4,8,0
AT2G25720,1,1,0,1
AT2G25730,155,52,32,165
AT2G25735,29,9,0,24
AT2G25737,134,34,50,104
AT2G25740,38,98,122,66
AT2G25760,95,98,209,145
AT2G25770,2,9,0,0
AT2G25780,0,0,0,1
AT2G25790,42,18,0,6
AT2G25800,83,93,241,121
AT2G25810,0,0,0,0
AT2G25820,0,0,0,0
AT2G25830,29,35,17,9
AT2G25840,367,187,216,72
AT2G25850,459,119,935,352
AT2G25870,161,144,32,140
AT2G25880,11,6,0,1
AT2G25890,0,0,0,0
AT2G25900,54,59,5,170
AT2G25910,144,82,103,164
AT2G25920,10,6,3,40
AT2G25930,829,310,158,474
AT2G25940,0,0,0,0
AT2G25950,26,11,1,26
AT2G25964,2,2,0,1
AT2G25970,312,266,278,432
AT2G25980,19,5,0,0
AT2G25990,0,0,0,0
AT2G26000,34,26,9,77
AT2G26010,0,0,0,0
AT2G26020,0,0,0,0
AT2G26030,32,113,54,120
AT2G26040,9,10,75,56
AT2G26050,0,0,0,0
AT2G26060,41,30,49,79
AT2G26070,56,71,0,18
AT2G26080,8627,4825,91,392
AT2G26090,0,0,0,0
AT2G26100,4,6,0,3
AT2G26110,3,4,0,31
AT2G26120,0,0,0,0
AT2G26130,0,0,0,0
AT2G26135,23,10,0,0
AT2G26140,1064,483,19062,1898
AT2G26150,570,2220,247,32727
AT2G26160,0,5,0,0
AT2G26170,30,27,0,0
AT2G26180,2,5,0,2
AT2G26190,889,357,586,596
AT2G26200,25,1,53,99
AT2G26210,103,98,317,11
AT2G26211,0,0,0,0
AT2G26230,128,173,597,501
AT2G26240,16,7,39,20
AT2G26250,723,244,1511,748
AT2G26260,23,8,0,4
AT2G26267,0,0,0,0
AT2G26270,1,3,0,0
AT2G26280,278,139,399,700
AT2G26290,0,4,3,10
AT2G26300,606,457,1765,1184
AT2G26310,0,0,0,5
AT2G26320,0,0,0,0
AT2G26330,300,442,1,0
AT2G26340,127,98,0,3
AT2G26350,41,25,15,32
AT2G26355,4,10,48,4
AT2G26360,0,1,0,0
AT2G26370,0,0,0,0
AT2G26380,27,0,0,5
AT2G26390,0,0,0,0
AT2G26400,0,0,0,0
AT2G26410,0,0,0,0
AT2G26420,0,0,0,0
AT2G26430,318,130,723,122
AT2G26440,11,9,40,84
AT2G26450,8,3,0,6
AT2G26460,47,9,183,68
AT2G26470,18,3,1,2
AT2G26480,0,0,0,0
AT2G26490,0,0,0,0
AT2G26500,807,347,28,20
AT2G26510,96,90,6423,28
AT2G26511,0,0,0,0
AT2G26520,1,1,0,0
AT2G26530,2090,1296,1130,434
AT2G26540,593,199,22,5
AT2G26550,21,26,0,1
AT2G26560,484,135,538,195
AT2G26570,229,179,370,339
AT2G26580,10,1,0,3
AT2G26590,143,53,463,98
AT2G26600,55,51,0,31
AT2G26610,30,0,0,0
AT2G26620,0,0,0,0
AT2G26640,38,9,0,1
AT2G26650,44,31,0,40
AT2G26660,54,29,533,389
AT2G26670,98,175,16,26
AT2G26680,4,3,0,17
AT2G26690,163,161,2,164
AT2G26692,0,2,0,0
AT2G26695,0,1,0,0
AT2G26700,6,20,0,0
AT2G26710,0,8,0,0
AT2G26720,0,0,0,0
AT2G26730,33,27,0,5
AT2G26740,119,54,1,41
AT2G26750,0,0,0,0
AT2G26760,24,0,0,0
AT2G26770,113,49,268,145
AT2G26780,237,140,292,288
AT2G26790,9,0,0,4
AT2G26800,359,161,277,178
AT2G26810,7,5,0,0
AT2G26820,0,0,0,0
AT2G26830,18,15,5,24
AT2G26840,8,9,0,6
AT2G26850,0,0,0,0
AT2G26860,12,7,84,56
AT2G26865,0,0,0,0
AT2G26870,7,1,0,0
AT2G26880,0,0,0,0
AT2G26882,0,0,0,0
AT2G26890,574,281,297,928
AT2G26900,49,38,22,7
AT2G26910,210,237,6,204
AT2G26920,264,233,1572,482
AT2G26930,17,35,0,0
AT2G26940,0,0,0,0
AT2G26950,0,0,0,0
AT2G26960,0,0,0,0
AT2G26970,11,17,3,1
AT2G26975,25,8,1,0
AT2G26980,464,241,117,236
AT2G26990,194,45,219,233
AT2G27000,0,0,0,0
AT2G27010,0,0,0,0
AT2G27020,95,64,86,67
AT2G27030,102,41,35,73
AT2G27035,0,0,0,0
AT2G27040,206,243,0,5
AT2G27050,118,134,18,50
AT2G27060,10,30,1,11
AT2G27070,0,0,0,0
AT2G27080,31,56,24,99
AT2G27090,156,57,274,329
AT2G27100,167,57,461,94
AT2G27110,52,3,0,27
